"615","其次","Same","qícì","(连) conjunction","next; secondly","4","","",""
"616","具体","具體","jùtǐ","(形) adjective","concrete; definite; specific","5","","",""
"617","具备","具備","jùbèi","(形) adjective","to possess; to have; equipped with; able to fulfill (conditions or requirements)","5","","",""
"618","典型","Same","diǎnxíng","(名) noun, (形) adjective","model; typical case; archetype; typical; representative","6","","",""
"619","典礼","典禮","diǎnlǐ","(名) noun","celebration; ceremony","6","","",""
"620","养成","養成","yǎngchéng","(动) verb","to cultivate; to raise; to form (a habit); to acquire","4","","",""
"621","兼职","兼職","jiānzhí","(动) verb","to hold concurrent posts; concurrent job; moonlighting","6","","",""
"622","内","內","nèi","(名) noun","inside; inner; internal; within; interior","4","","",""
"623","内在","內在","nèizài","(形) adjective","intrinsic; innate","6","","",""
"624","内容","內容","nèiróng","(名) noun","content; substance; details","4","个, 项","",""
"625","内幕","內幕","nèimù","(名) noun","inside story; non-public information; behind the scenes; internal","6","","",""
"626","内涵","內涵","nèihán","(名) noun","meaning; content; essential properties implied or reflected by a notion; intention; connotation; self-possessed","6","","",""
"627","内科","內科","nèikē","(名) noun","internal medicine; general medicine","5","","",""
"628","册","冊","cè","(量) measure word","book; booklet; measure word for books","5","","",""
"629","再","Same","zài","(副) adverb","again; once more; re-; second; another; then (after something, and not until then)","2","","",""
"630","再三","Same","zàisān","(副) adverb","over and over again; again and again","5","","",""
"631","再接再厉","再接再厲","zàijiēzàilì","(副) adverb","to continue the struggle (idiom); to persist; unremitting efforts","6","","",""
"632","再见","再見","zàijiàn","(动) verb, (习惯用语) idiomatic expression","goodbye; see you again later","1","","",""
"633","冒充","Same","màochōng","(动) verb","to feign; to pretend to be; to pass oneself off as","6","","",""
"634","冒险","冒險","màoxiǎn","(动) verb","to take risks; to take chances; foray; adventure","5","","",""
"635","写","寫","xiě","(动) verb","to write","1","","",""
"636","写作","寫作","xiězuò","(动) verb","writing; written works","6","","",""
"637","军事","軍事","jūnshì","(名) noun","military affairs; military matters; military","5","","",""
"638","军队","軍隊","jūnduì","(名) noun","army troops","6","支, 个","",""
"639","农业","農業","nóngyè","(名) noun","agriculture; farming","5","","",""
"640","农历","農曆","nónglì","(名) noun","the traditional Chinese calendar; the lunar calendar","6","","",""
"641","农村","農村","nóngcūn","(名) noun","rural area; village","4","个","",""
"642","农民","農民","nóngmín","(名) noun","peasant","5","个","",""
"643","冠军","冠軍","guànjūn","(名) noun","champion","5","个","",""
"644","冤枉","Same","yuānwang","(名) noun, (形) adjective","to accuse wrongly; to treat unjustly; injustice; wronged; not worthwhile","6","","",""
"645","冬","Same","dōng","(名) noun","winter","3","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E9%BC%95&amp;cache=934"" class=""pinyin"">dōng</a> sound of beating a drum; onomatopoeia for rat-a-tat etc; (Chinese surname) (<span class=""zh"">鼕</span>)"
"645","冬","","dōng","(名) noun","sound of beating a drum; onomatopoeia for rat-a-tat etc; (Chinese surname)","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%86%AC&amp;cache=11013"" class=""pinyin"">dōng</a> winter (<span class=""zh"">冬</span>)"
"646","冰箱","Same","bīngxiāng","(名) noun","icebox; freezer cabinet; refrigerator","3","台, 个","",""
"647","冰雹","Same","bīngbáo","(名) noun","hail; hailstone","6","场, 粒","",""
"648","冲","衝","chōng","(动) verb","thoroughfare; to go straight ahead; to rush; to clash","5","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%B2%96&amp;cache=51983"" class=""pinyin"">chōng</a> (of water) to dash against; to mix with water; to infuse; to rinse; to flush; to develop (a film); to rise in the air; to clash; to collide with (<span class=""zh"">沖</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%A1%9D&amp;cache=79760"" class=""pinyin"">ch&ograve;ng</a> powerful; vigorous; pungent; towards; in view of"
"648","冲","","chōng","(动) verb","(of water) to dash against; to mix with water; to infuse; to rinse; to flush; to develop (a film); to rise in the air; to clash; to collide with","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%A1%9D&amp;cache=79759"" class=""pinyin"">chōng</a> thoroughfare; to go straight ahead; to rush; to clash (<span class=""zh"">衝</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%A1%9D&amp;cache=79760"" class=""pinyin"">ch&ograve;ng</a> powerful; vigorous; pungent; towards; in view of (<span class=""zh"">衝</span>)"
"648","冲","","chōng","(形) adjective, (介) preposition","powerful; vigorous; pungent; towards; in view of","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%B2%96&amp;cache=51983"" class=""pinyin"">chōng</a> (of water) to dash against; to mix with water; to infuse; to rinse; to flush; to develop (a film); to rise in the air; to clash; to collide with (<span class=""zh"">沖</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%A1%9D&amp;cache=79759"" class=""pinyin"">chōng</a> thoroughfare; to go straight ahead; to rush; to clash"
"649","冲击","衝擊","chōngjī","(动) verb","an attack; under attack; a shock","6","","",""
"650","冲动","衝動","chōngdòng","(名) noun, (形) adjective","to have an urge; to be impetuous; impulse; urge","6","","",""
"651","冲突","衝突","chōngtū","(名) noun","conflict; to conflict; clash of opposing forces; collision (of interests); contention","6","","",""
"652","决定","決定","juédìng","(名) noun, (动) verb","to decide (to do something); to resolve; decision; certainly","3","个, 项","",""
"653","决心","決心","juéxīn","(名) noun, (动) verb","determination; resolution; determined; firm and resolute; to make up one's mind","5","个","",""
"654","决策","決策","juécè","(名) noun","strategic decision; decision-making; policy decision; to determine policy","6","","",""
"655","决赛","決賽","juésài","(名) noun","finals (of a competition)","5","","",""
"656","况且","況且","kuàngqiě","(连) conjunction","moreover; besides; in addition; furthermore","6","","",""
"657","冷","Same","lěng","(形) adjective","cold; (Chinese surname)","1","","",""
"658","冷却","冷卻","lěngquè","(名) noun","to cool off; cooling","6","","",""
"659","冷淡","Same","lěngdàn","(形) adjective","cold; indifferent","6","","",""
"660","冷酷","Same","lěngkù","(名) noun","grim; unfeeling; callous","6","","",""
"661","冷静","冷靜","lěngjìng","(形) adjective","calm; cool-headed","4","","",""
"662","冻","凍","dòng","(形) adjective","to freeze; to feel very cold; aspic or jelly","5","","",""
"663","冻结","凍結","dòngjié","(动) verb","to freeze (loan, wage, price etc)","6","","",""
"664","凄凉","淒涼","qīliáng","(形) adjective","desolate","6","","",""
"665","准则","準則","zhǔnzé","(名) noun","norm; standard; criterion","6","","",""
"666","准备","準備","zhǔnbèi","(动) verb, (助动) auxiliary verb","preparation; to prepare; to intend; to be about to; reserve (fund)","2","","",""
"667","准时","準時","zhǔnshí","(形) adjective, (副) adverb","on time; punctual; on schedule","4","","",""
"668","准确","準確","zhǔnquè","(形) adjective","accurate; exact; precise","4","","",""
"669","凉快","涼快","liángkuai","(形) adjective","nice and cold; pleasantly cool","4","","",""
"670","凌晨","Same","língchén","(名) noun","very early in the morning; in the wee hours","6","","",""
"671","减少","減少","jiǎnshǎo","(形) adjective","to lessen; to decrease; to reduce; to lower","4","","",""
"672","减肥","減肥","jiǎnféi","(动宾式) verb object","to lose weight","4","","",""
"673","凑合","湊合","còuhe","(动) verb","to bring together; to make do in a bad situation; to just get by; to improvise; passable; not too bad","6","","",""
"674","凝固","Same","nínggù","(形) adjective, (动) verb","to freeze; to solidify; to congeal; fig. with rapt attention","6","","",""
"675","凝聚","Same","níngjù","(动) verb","to condense; to coagulate; coacervation (i.e. form tiny droplets); aggregation; coherent","6","","",""
"676","凝视","凝視","níngshì","(动) verb","to gaze at; to fix one's eyes on","6","","",""
"677","几","幾","jī","(数) numeral, (疑) question word","how much; how many; several; a few","1","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%87%A0&amp;cache=11314"" class=""pinyin"">jī</a> small table (<span class=""zh"">几</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%B9%BE&amp;cache=31697"" class=""pinyin"">jī</a> almost"
"677","几","","jī","(名) noun","small table","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%B9%BE&amp;cache=31697"" class=""pinyin"">jī</a> almost (<span class=""zh"">幾</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%B9%BE&amp;cache=31698"" class=""pinyin"">jǐ</a> how much; how many; several; a few (<span class=""zh"">幾</span>)"
"677","几","","jī","(副) adverb","almost","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%87%A0&amp;cache=11314"" class=""pinyin"">jī</a> small table (<span class=""zh"">几</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%B9%BE&amp;cache=31698"" class=""pinyin"">jǐ</a> how much; how many; several; a few"
"678","几乎","幾乎","jīhū","(副) adverb","almost; nearly; practically","3","","",""
"679","凡是","Same","fánshì","(连) conjunction","each and every; every; all; any","5","","",""
"680","凭","憑","píng","(介) preposition","to lean against; to rely on; on the basis of; no matter (how, what etc); proof","5","","",""
"681","凶恶","兇惡","xiōng'è","(形) adjective","fierce; ferocious; fiendish; frightening","6","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%87%B6%E6%83%A1&amp;cache=11372"" class=""pinyin"">xiōng'&egrave;</a> variant of <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E5%85%87%E6%83%A1"">兇惡</a>, fierce; ferocious; fiendish; frightening (<span class=""zh"">凶惡</span>)"
"681","凶恶","","xiōng'è","(形) adjective","variant of 兇惡, fierce; ferocious; fiendish; frightening","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%85%87%E6%83%A1&amp;cache=9311"" class=""pinyin"">xiōng'&egrave;</a> fierce; ferocious; fiendish; frightening (<span class=""zh"">兇惡</span>)"
"682","凶手","兇手","xiōngshǒu","(名) noun","murderer; assassin","6","","",""
"683","凹凸","Same","āotū","(形) adjective","bumpy; uneven; slotted and tabbed joint; crenelation","6","","",""
"684","出","Same","chū","(形) adjective, (动) verb","to go out; to come out; to occur; to produce; to go beyond; to rise; to put forth; to happen; measure word for dramas, plays, operas etc","2","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E9%BD%A3&amp;cache=101142"" class=""pinyin"">chū</a> variant of <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E5%87%BA"">出</a> (measure word for plays or chapters of classical novels) (<span class=""zh"">齣</span>)"
"684","出","","chū","(量) measure word","variant of 出 (measure word for plays or chapters of classical novels)","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%87%BA&amp;cache=11428"" class=""pinyin"">chū</a> to go out; to come out; to occur; to produce; to go beyond; to rise; to put forth; to happen; measure word for dramas, plays, operas etc (<span class=""zh"">出</span>)"
"685","出卖","出賣","chūmài","(动) verb","to offer for sale; to sell; to sell out or betray","6","","",""
"686","出发","出發","chūfā","(动) verb","to start out; to set off","4","","",""
"687","出口","Same","chūkǒu","(动宾式) verb object","an exit; to speak; to export; (of a ship) to leave port","5","个","",""
"688","出差","Same","chūchāi","(动) verb","to go on an official or business trip","4","","",""
"689","出席","Same","chūxí","(动) verb","to attend; to participate; present","5","","",""
"690","出息","","chūxi","(名) noun","to yield interest, profit etc; to exhale (Buddhism)","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%87%BA%E6%81%AF&amp;cache=11516"" class=""pinyin"">chūxi</a> future prospects; profit; to mature; to grow up"
"690","出息","Same","chūxī","(名) noun","future prospects; profit; to mature; to grow up","6","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%87%BA%E6%81%AF&amp;cache=11515"" class=""pinyin"">chūxī</a> to yield interest, profit etc; to exhale (Buddhism)"
"691","出洋相","Same","chū yáng xiàng","(动) verb","to make a fool of oneself","6","","",""
"692","出版","Same","chūbǎn","(动) verb","to publish; to come off the press; to put out","5","","",""
"693","出现","出現","chūxiàn","(形) adjective","to appear; to arise; to emerge; to show up","3","","",""
